imdb_id,name,total_gross,total_num_of_shows,avg_ticket_price,tota_num_of_attendees
tt0040634,"ON OUR LAND, co-presented by the Oakland Institute and featuring a post-film discussion (Doc Night) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/244?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)",390,1,8.0,48.75
tt0041386,"THE FOUNTAINHEAD, co-presented by The American Institute of Architects, East Bay Chapter (<a target=”_blank” href=http://brownpapertickets.com/event/684228>Purchase Tickets Online</a>)",264,1,8.0,33.0
tt0042546,HARVEY (Easter Brunch),150,1,6.0,25.0
tt0046250,ROMAN HOLIDAY (Valentine Dinner),574,1,6.0,95.6666666666667
tt0046876,CREATURE FROM THE BLACK LAGOON (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/669730>Purchase Tickets Online</a>),224,1,8.0,28.0
tt0047573,THEM! (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/498092>Purchase Tickets Online</a>),178,1,8.0,22.25
tt0047577,"THRILLVILLE 16th Anniversary! THIS ISLAND EARTH (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/367688"">Purchase Tickets Online</a>",276,1,6.0,46.0
tt0048215,IT CAME FROM BENEATH THE SEA (Thrillville Theater) (<a target=”_blank” href=http://www.brownpapertickets.com/event/451810 >Purchase Tickets Online</a>),128,1,8.0,16.0
tt0048554,REVENGE OF THE CREATURE (<a target=”_blank” href=http://brownpapertickets.com/event/451868>Purchase Tickets Online</a>) (Thrillville Theater),142,1,8.0,17.75
tt0049408,THE KING AND I (Party at the Parkway) (<a target=”_blank” href=http://brownpapertickets.com/event/2479178>Purchase Tickets Online</a>),320,1,8.0,40.0
tt0050084,"20 MILLION MILES TO EARTH guest hosted by the Queen's Slumber Party (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/354925"">Purchase Tickets Online</a>",112,1,6.0,18.6666666666667
tt0050908,ROCK BABY ROCK IT (Thrillville Theater),84,1,6.0,14.0
tt0051036,SWEET SMELL OF SUCCESS (Thrillville Theater's 17th Anniversary) (<a target=”_blank” href=http://brownpapertickets.com/event/596333>Purchase Tickets Online</a>),517,1,8.0,64.625
tt0051337,THE 7TH VOYAGE OF SINBAD (Thrillville Theater),405,1,6.0,67.5
tt0051554,HORROR OF DRACULA (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/466265>Purchase Tickets Online</a>),292,1,8.0,36.5
tt0052104,"QUEEN OF OUTER SPACE with guest host Queen's Slumber Party (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/397066"">Purchase Tickets Online</a>",144,1,6.0,24.0
tt0052646,"THE BRAIN THAT WOULDN'T DIE hosted by Misery Ann Mayhem (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/397075"">Purchase Tickets Online</a>",60,1,6.0,10.0
tt0053291,SOME LIKE IT HOT (Classic Cinema Sunday) (<a target=”_blank” href=http://brownpapertickets.com/event/607091>Purchase Tickets Online</a>),97,1,8.0,12.125
tt0053363,"THE TINGLER with guest host The Undertaker (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/367693"">Purchase Tickets Online</a>",232,1,6.0,38.6666666666667
tt0054135,OCEAN'S 11 (1960) (<a target=”_blank” href=http://brownpapertickets.com/event/527740>Purchase Tickets Online</a>),265,1,8.0,33.125
tt0054387,THE TIME MACHINE (Thrillville Theater)(<a target=”_blank” href=http://brownpapertickets.com/event/498092>Purchase Tickets Online</a>),256,1,8.0,32.0
tt0054692,BLUE HAWAII (Thrillville Theater),174,1,6.0,29.0
tt0055198,"MOTHRA hosted by August Ragone (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/383982"">Purchase Tickets Online</a>",736,1,6.0,122.666666666667
tt0056142,KING KONG VS. GODZILLA (Thrillville Theater) (<a target=”_blank” href=http://www.brownpapertickets.com/event/433188>Purchase Tickets Online</a>),682,1,6.0,113.666666666667
tt0056875,"BLOOD FEAST (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/417999"">Purchase Tickets Online</a>",42,1,6.0,7.0
tt0056923,"CHARADE (Party at the Parkway) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/398471"">Purchase Tickets Online</a>",348,1,6.0,58.0
tt0057197,JASON AND THE ARGONAUTS (Thrillville Theater),534,1,6.0,89.0
tt0057603,BLACK SABBATH (Thrillville Theater)(<a target=”_blank” href=http://brownpapertickets.com/event/498082>Purchase Tickets Online</a>),164,1,8.0,20.5
tt0057693,X - THE MAN WITH THE X-RAY EYES (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/596347>Purchase Tickets Online</a>),109,1,8.0,13.625
tt0058150,GOLDFINGER (Thrillville Theater),183,1,6.0,30.5
tt0058385,MY FAIR LADY (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/313?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),23,1,8.0,2.875
tt0058414,"NOTHING BUT A MAN, presented by Broaklyn Film and Theater Company(<a target=”_blank” href=http://brownpapertickets.com/event/512514>Purchase Tickets Online</a>)",137,1,10.0,13.7
tt0058548,Santa Claus Conquers the Martians (Thrillville Theater),132,1,6.0,22.0
tt0058725,VIVA LAS VEGAS (Thrillville Theater),150,1,8.0,18.75
tt0059079,COME DRINK WITH ME (Martial Arts Matinee)(<a target=”_blank” href=http://brownpapertickets.com/event/509080>Purchase Tickets Online</a>),205,1,8.0,25.625
tt0059800,THUNDERBALL (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/662670>Purchase Tickets Online</a>),112,1,8.0,14.0
tt0060277,SWORD OF DOOM (Martial Arts Matinee) (<a target=”_blank” href=http://brownpapertickets.com/event/583878>Purchase Tickets Online</a>),256,1,8.0,32.0
tt0061184,WHO'S AFRAID OF VIRGINIA WOOLF? (Classic Cinema Sunday) (<a target=”_blank” href=http://brownpapertickets.com>Purchase Tickets Online</a>),136,1,8.0,17.0
tt0061695,GAMERA VS. GYOAS (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/543161>Purchase Tickets Online</a>),320,1,10.0,32.0
tt0062711,Barbarella (Thrillville Theater),450,1,6.0,75.0
tt0063350,NIGHT OF THE LIVING DEAD (<a target=”_blank” href=http://brownpapertickets.com/event/2269055>Purchase Tickets Online</a>),394,1,8.0,49.25
tt0064757,ON HER MAJESTY'S SECRET SERVICE (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/521874>Purchase Tickets Online</a>),170,1,8.0,21.25
tt0065214,"THE WILD BUNCH (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/397090"">Purchase Tickets Online</a>",158,1,6.0,26.3333333333333
tt0065856,HOUSE OF DARK SHADOWS (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/588914>Purchase Tickets Online</a>),112,1,8.0,14.0
tt0066518,THE VAMPIRE LOVERS with host Misery Ann Mayhem (Thrillville Theater),354,1,6.0,59.0
tt0066740,THE ABOMINABLE DR. PHIBES  (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/451849>Purchase Tickets Online</a>),224,1,10.0,22.4
tt0066921,A CLOCKWORK ORANGE (New Parkway Cult Night) (<a target=”_blank” href=http://brownpapertickets.com/event/543147>Purchase Tickets Online</a>),324,1,8.0,40.5
tt0068284,BLACULA (Spectrum Queer Media) (<a target=”_blank” href=http://brownpapertickets.com/event/485170>Purchase Tickets Online</a>),96,1,8.0,12.0
tt0068327,"CABARET presented by Lynn Breedlove (C L E V E R Screening Series) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/398644"">Purchase Tickets Online</a>",196,1,8.0,24.5
tt0068646,THE GODFATHER (Doc Night Double) (<a target=”_blank” href=http://brownpapertickets.com/event/2486573>Purchase Tickets Online</a>),148,1,8.0,18.5
tt0069005,"NIGHT OF THE LEPUS (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/360892"">Purchase Tickets Online</a>",156,1,6.0,26.0
tt0070034,ENTER THE DRAGON (Thrillville Theater),318,1,6.0,53.0
tt0070047,THE EXORCIST W/ THE DEVIL'S NIGHTMARE (Devil's Double)(<a target=”_blank” href=http://brownpapertickets.com/event/488642>Purchase Tickets Online</a>),267,1,12.0,22.25
tt0070800,FIVE FINGERS OF DEATH (Martial Arts Matinee) (<a target=”_blank” href=http://www.brownpapertickets.com/event/483177>Purchase Tickets Online</a>),192,1,8.0,24.0
tt0071695,"LONE WOLF AND CUB: WHITE HEAVEN IN HELL, co-presented by Soja Martial Arts (Martial Arts Matinee) (<a target=”_blank” href=http://brownpapertickets.com/event/1144034>Purchase Tickets Online</a>)",128,1,8.0,16.0
tt0071853,MONTY PYTHON AND THE HOLY GRAIL (New Parkway Cult Classics)(<a target=”_blank” href=http://brownpapertickets.com/event/485301>Purchase Tickets Online</a>),254,1,8.0,31.75
tt0071994,"PHANTOM OF THE PARADISE, hosted by Mistress Persephone (friday night live) (<a target=”_blank” href=http://brownpapertickets.com/event/2479186>Purchase Tickets Online</a>)",640,1,8.0,80.0
tt0072271,"THE TEXAS CHAINSAW MASSACRE, hosted by Mistress Persephone! (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/1839630>Purchase Tickets Online</a>)",636,1,8.0,79.5
tt0072856,"DEATH RACE 2000 hosted by Lord Blood-Rah (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/397083"">Purchase Tickets Online</a>",114,1,6.0,19.0
tt0072869,SHATFEST: THE DEVIL'S RAIN (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/588936>Purchase Tickets Online</a>),360,1,8.0,45.0
tt0072913,MASTER OF THE FLYING GUILLOTINE (Martial Arts Matinee) with Soja Arts (<a target=”_blank” href=http://brownpapertickets.com/event/455523>Purchase Tickets Online</a>),248,1,8.0,31.0
tt0072979,FEMALE TROUBLE (The Bechdel Test Movie Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2465106>Purchase Tickets Online</a>),1400,1,10.0,140.0
tt0073195,"JAWS (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/404836"">Purchase Tickets Online</a>)",173,1,6.0,28.8333333333333
tt0076786,SUSPIRIA (Parkway Grindhouse) (<a target=”_blank” href=http://brownpapertickets.com/event/456252>Purchase Tickets Online</a>),570,1,8.0,71.25
tt0077559,"5 DEADLY VENOMS, co-presented by Soja Martial Arts (Martial Arts Matinee) (<a target=”_blank” href=http://brownpapertickets.com/event/570581>Purchase Tickets Online</a>)",272,1,8.0,34.0
tt0078480,WATERSHIP DOWN (Animation KO!) (<a target=”_blank” href=http://brownpapertickets.com/event/1171872>Purchase Tickets Online</a>),344,1,8.0,43.0
tt0078748,ALIEN (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/724145>Purchase Tickets Online</a>),368,1,8.0,46.0
tt0078902,BREAKING AWAY (Cycle Cinema) (<a target=”_blank” href=http://brownpapertickets.com/event/699618>Purchase Tickets Online</a>),252,1,8.0,31.5
tt0079432,DIRTY HO (Martial Arts Matinee) (<a target=”_blank” href=http://brownpapertickets.com/event/543152>Purchase Tickets Online</a>),198,1,8.0,24.75
tt0079609,"DANCE OF THE DRUNKEN MANTIS, co-presented by Soja Martial Arts (<a target=”_blank” href=http://brownpapertickets.com/event/845288>Purchase Tickets Online</a>)",82,1,8.0,10.25
tt0079766,QUADROPHENIA (Parkway Classics),305,1,6.0,50.8333333333333
tt0080002,TEN TIGERS OF KWANGTUNG (Martial Arts Matinee) (<a target=”_blank” href=http://brownpapertickets.com/event/845280>Purchase Tickets Online</a>),82,1,8.0,10.25
tt0080339,AIRPLANE! (Blockbuster Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2044165>Purchase Tickets Online</a>),436,1,8.0,54.5
tt0080380,"THE APPLE, presented by The Spinning Platters (<a target=”_blank” href=http://brownpapertickets.com/event/508315>Purchase Tickets Online</a>)",80,1,8.0,10.0
tt0080745,FLASH GORDON (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/903458>Purchase Tickets Online</a>),152,1,8.0,19.0
tt0081184,MOTEL HELL (<a target=”_blank” href=http://www.brownpapertickets.com/event/441897>Purchase Tickets Online</a>),320,1,6.0,53.3333333333333
tt0082010,AN AMERICAN WEREWOLF IN LONDON (Thrillville Theater) (<a target=”_blank” href=http://www.brownpapertickets.com/event/491754>Purchase Tickets Online</a>),310,1,8.0,38.75
tt0082186,CLASH OF THE TITANS (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/564575>Purchase Tickets Online</a>),176,1,8.0,22.0
tt0082198,CONAN THE BARBARIAN (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/669740>Purchase Tickets Online</a>),147,1,8.0,18.375
tt0082418,"FRIDAY THE 13TH, PART II, presented by Misery Ann Mayhem  (<a target=”_blank” href=http://www.brownpapertickets.com/event/423568>Purchase Tickets Online</a>)",150,1,6.0,25.0
tt0082766,"MOMMIE DEAREST (Mother's Day Brunch) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/376177"">Purchase Tickets Online</a>",246,1,6.0,41.0
tt0083001,ROAR (<a target=”_blank” href=http://brownpapertickets.com/event/1905529>Purchase Tickets Online</a>),500,1,8.0,62.5
tt0083062,SHAOLIN VS. WU TANG (Martial Arts Matinee) (<a target=”_blank” href=http://brownpapertickets.com/event/583893>Purchase Tickets Online</a>),168,1,8.0,21.0
tt0083767,CREEPSHOW (Misery Ann Mayhem's Cinemacabre) (<a target=”_blank” href=http://brownpapertickets.com/event/526605>Purchase Tickets Online</a>),158,1,8.0,19.75
tt0083929,FAST TIMES AT RIDGEMONT HIGH (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/543208>Purchase Tickets Online</a>),253,1,8.0,31.625
tt0084237,THE LAST UNICORN (New Parkway Family Classics),90,1,6.0,15.0
tt0084516,POLTERGEIST (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/775598>Purchase Tickets Online</a>),192,1,8.0,24.0
tt0084726,STAR TREK 2: THE WRATH OF KHAN (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/724191>Purchase Tickets Online</a>),280,1,8.0,35.0
tt0084787,THE THING (Thrillville Theater)(<a target=”_blank” href=http://brownpapertickets.com/event/498086>Purchase Tickets Online</a>),219,1,8.0,27.375
tt0084805,TOOTSIE (Baby Brigade/ Comedy Film Series) (<a target=”_blank” href=http://brownpapertickets.com/event/461339>Purchase Tickets Online</a>),104,1,8.0,13.0
tt0085211,"PRODIGAL SON, co-presented by Soja Martial Arts (Martial Arts Matinee) (<a target=”_blank” href=http://brownpapertickets.com/event/976340>Purchase Tickets Online</a>)",160,1,8.0,20.0
tt0085334,A CHRISTMAS STORY (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/526601>Purchase Tickets Online</a>),92,1,8.0,11.5
tt0085701,"THE HUNGER, featuring a post-film discussion (Bechdel Test Movie Night) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/406?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)",1200,1,10.0,120.0
tt0086216,RUMBLE FISH (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/588939>Purchase Tickets Online</a>),104,1,8.0,13.0
tt0086250,SCARFACE (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1290754>Purchase Tickets Online</a>),186,1,8.0,23.25
tt0086320,SLEEPAWAY CAMP with guest host Misery Ann Mayhem (Parkway Grindhouse),258,1,6.0,43.0
tt0086373,"STRANGE BREW, co-presented by 21st Amendment for Beer Week (<a target=”_blank” href=http://brownpapertickets.com/event/564637>Purchase Tickets Online</a>)",284,1,8.0,35.5
tt0086525,"VALLEY GIRL (Parkway Classics) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/318411"">Purchase Tickets Online</a>",282,1,6.0,47.0
tt0086856,THE ADVENTURES OF BUCKAROO BANZAI (<a target=”_blank” href=http://brownpapertickets.com/event/451895>Purchase Tickets Online</a>) (Parkway Classics),316,1,8.0,39.5
tt0087469,INDIANA JONES AND THE TEMPLE OF DOOM (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/669716>Purchase Tickets Online</a>),492,1,8.0,61.5
tt0087799,NIGHT OF THE COMET (Thrillville Theater),212,1,8.0,26.5
tt0088194,"STREETS OF FIRE presented with SpinningPlatters.com (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/378161"">Purchase Tickets Online</a>)",216,1,6.0,36.0
tt0088846,BRAZIL (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/956565>Purchase Tickets Online</a>),316,1,8.0,39.5
tt0088847,THE BREAKFAST CLUB (Parkway Classics)(<a target=”_blank” href=http://brownpapertickets.com/event/503799>Purchase Tickets Online</a>),221,1,8.0,27.625
tt0088930,CLUE (Staff Pick Night) (<a target=”_blank” href=http://brownpapertickets.com/event/908051>Purchase Tickets Online</a>),232,1,8.0,29.0
tt0089017,DESPERATELY SEEKING SUSAN (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/564493>Purchase Tickets Online</a>),284,1,8.0,35.5
tt0089175,FRIGHT NIGHT (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/740638>Purchase Tickets Online</a>),88,1,8.0,11.0
tt0089489,LIFEFORCE (Thrillville Theater),142,1,6.0,23.6666666666667
tt0089885,"RE-ANIMATOR, hosted by Mistress Persephone (<a target=”_blank” href=http://brownpapertickets.com/event/2477190>Purchase Tickets Online</a>)",560,1,8.0,70.0
tt0091042,FERRIS BUELLER'S DAY OFF (Blast From the Past) (<a target=”_blank” href=http://brownpapertickets.com/event/1556182>Purchase Tickets Online</a>),233,1,8.0,29.125
tt0091814,QUICKSILVER (Cycle Cinema) (<a target=”_blank” href=http://brownpapertickets.com/event/764180>Purchase Tickets Online</a>),240,1,8.0,30.0
tt0091954,SID AND NANCY (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1053922>Purchase Tickets Online</a>),156,1,8.0,19.5
tt0092005,STAND BY ME (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/613697>Purchase Tickets Online</a>),182,1,8.0,22.75
tt0092086,"THREE AMIGOS Quote-Along with Barely Legal (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/383463"">Purchase Tickets Online</a>)",680,1,10.0,68.0
tt0092991,"THE EVIL DEAD 2 (Parkway Classics) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/369429"">Purchase Tickets Online</a>",342,1,6.0,57.0
tt0093177,HELLRAISER (Misery Ann Mayhem's Cinemacabre)(<a target=”_blank” href=http://brownpapertickets.com/event/508441>Purchase Tickets Online</a>),210,1,8.0,26.25
tt0093822,RAISING ARIZONA (New Parkway Cult Night) (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/612270>Purchase Tickets Online</a>),217,1,8.0,27.125
tt0094721,BEETLEJUICE (Blockbusters) (<a target=”_blank” href=http://brownpapertickets.com/event/2252802>Purchase Tickets Online</a>),1016,1,8.0,127.0
tt0095270,"<a href=""http://youtu.be/gYGpZZy4A_M"">HAIRSPRAY</a> Sing-Along with The Barely Legal Crowd Pleasers (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/397763"">Purchase Tickets Online</a>)",160,1,10.0,16.0
tt0096061,SCROOGED (Staff Pick Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2468865>Purchase Tickets Online</a>),168,1,8.0,21.0
tt0096895,BATMAN (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/669718>Purchase Tickets Online</a>),328,1,8.0,41.0
tt0096928,BILL AND TED'S EXCELLENT ADVENTURE (Blast from the Past) (<a target=”_blank” href=http://brownpapertickets.com/event/2477239>Purchase Tickets Online</a>),440,1,8.0,55.0
tt0097493,"HEATHERS (Parkway Classics) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/378104"">Purchase Tickets Online</a>",618,1,6.0,103.0
tt0098635,WHEN HARRY MET SALLY (Blast from the Past) (<a target=”_blank” href=http://brownpapertickets.com/event/1766148>Purchase Tickets Online</a>),118,1,8.0,14.75
tt0099329,CRY BABY--TOTALLY SOLD OUT!!,1240,1,8.0,155.0
tt0100332,"PARIS IS BURNING (Spectrum Queer Media) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/375341"">Purchase Tickets Online</a>",222,1,6.0,37.0
tt0100935,"WILD AT HEART - author Barry Gifford in person! (Parkway Classics) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/378064"">Purchase Tickets Online</a>",576,1,8.0,72.0
tt0100944,THE WITCHES (New Parkway Family Classics),190,1,8.0,23.75
tt0102926,"SILENCE OF THE LAMBS, movie only (Savory Cinema) (<a target=”_blank” href=http://brownpapertickets.com/event/734887>Purchase Tickets Online</a>)",112,1,8.0,14.0
tt0103074,"THELMA AND LOUISE, featuring a post-film discussion with Cheryl Dunye (The Bechdel Test Movie Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2181591>Purchase Tickets Online</a>)",900,1,10.0,90.0
tt0103099,TONGUES UNTIED & LOOKING FOR LANGSTON (SQM) (<a target=”_blank” href=http://brownpapertickets.com/event/513375>Purchase Tickets Online</a>),176,1,8.0,22.0
tt0103772,BASIC INSTINCT (The Queen's Slumber Party)(<a target=”_blank” href=http://brownpapertickets.com/event/508446>Purchase Tickets Online</a>),64,1,8.0,8.0
tt0103855,THE BODYGUARD (Blast from the Past) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/243?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),135,1,8.0,16.875
tt0103873,"DEAD ALIVE aka BRAINDEAD (Parkway Grindhouse) with guest host Misery Ann Mayhem (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/377597"">Purchase Tickets Online</a>)",444,1,6.0,74.0
tt0103874,DRACULA (1992) (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/740762>Purchase Tickets Online</a>),90,1,8.0,11.25
tt0103893,BUFFY THE VAMPIRE SLAYER (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/374?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),272,1,8.0,34.0
tt0104694,A LEAGUE OF THEIR OWN (Party at the Parkway) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/407?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),802,1,8.0,100.25
tt0105236,RESERVOIR DOGS (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/596344>Purchase Tickets Online</a>),120,1,8.0,15.0
tt0105643,TROLL 2 (Crapsterpiece Theater)(<a target=”_blank” href=http://brownpapertickets.com/event/498877>Purchase Tickets Online</a>),178,1,8.0,22.25
tt0106308,ARMY OF DARKNESS (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/724184>Purchase Tickets Online</a>),224,1,8.0,28.0
tt0106500,CB4 (Urban Cinema) (<a target=”_blank” href=http://brownpapertickets.com/event/543135>Purchase Tickets Online</a>),72,1,8.0,9.0
tt0107290,JURASSIC PARK (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1165934>Purchase Tickets Online</a>),1252,1,8.0,156.5
tt0107692,NINJA SCROLL (Animation K.O.) (<a target=”_blank” href=http://brownpapertickets.com/event/2082030>Purchase Tickets Online</a>),268,1,8.0,33.5
tt0108281,"TAI CHI MASTER, co-presented by Soja Martial Arts (Martial Arts Matinee) (<a target=”_blank” href=http://brownpapertickets.com/event/583861>Purchase Tickets Online</a>)",304,1,8.0,38.0
tt0108399,TRUE ROMANCE (<a target=”_blank” href=http://brownpapertickets.com/event/451898>Purchase Tickets Online</a>) (Parkway Classics),564,1,8.0,70.5
tt0109045,"THE ADVENTURES OF PRISCILLA, QUEEN OF THE DESERT (SQM)(<a target=”_blank” href=http://brownpapertickets.com/event/485178>Purchase Tickets Online</a>)",114,1,8.0,14.25
tt0109504,CROOKLYN (Presented by HEAL: Pilates) (<a target=”_blank” href=http://www.brownpapertickets.com/event/2113814>Purchase Tickets Online</a>),27,1,10.0,2.7
tt0109686,DUMB AND DUMBER (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/744804>Purchase Tickets Online</a>),176,1,8.0,22.0
tt0110057,HOOP DREAMS (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/446667>Purchase Tickets Online</a>),72,1,8.0,9.0
tt0110148,INTERVIEW WITH THE VAMPIRE (Party at the Parkway) (<a target=”_blank” href=http://brownpapertickets.com/event/1224575>Purchase Tickets Online</a>),288,1,8.0,36.0
tt0110763,THE PAGEMASTER (Animation KO) (<a target=”_blank” href=http://brownpapertickets.com/event/2475334>Purchase Tickets Online</a>),256,1,8.0,32.0
tt0113118,FRIDAY (Staff Pick Night) (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/1856891>Purchase Tickets Online</a>),465,1,8.0,58.125
tt0113749,MALLRATS (Staff Pick Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1075827>Purchase Tickets Online</a>),602,1,8.0,75.25
tt0114436,SHOWGIRLS (Crapsterpiece Theater)(<a target=”_blank” href=http://brownpapertickets.com/event/509019>Purchase Tickets Online</a>),148,1,8.0,18.5
tt0114814,THE USUAL SUSPECTS (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1225869>Purchase Tickets Online</a>),360,1,8.0,45.0
tt0115734,"BOTTLE ROCKET (Parkway Classics) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/397091"">Purchase Tickets Online</a>",106,1,6.0,17.6666666666667
tt0115736,Jizz Lee Presents: BOUND (CLEVER Screening!) (<a target=”_blank” href=http://www.brownpapertickets.com/event/427024>Purchase Tickets Online</a>),180,1,8.0,22.5
tt0116282,FARGO (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1447165>Purchase Tickets Online</a>),228,1,8.0,28.5
tt0116367,FROM DUSK TILL DAWN (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/785598>Purchase Tickets Online</a>),276,1,8.0,34.5
tt0116908,THE LONG KISS GOODNIGHT (The Bechdel Test Movie Night) (<a target=”_blank” href=http://www.brownpapertickets.com/event/2467556>Purchase Tickets Online</a>),420,1,10.0,42.0
tt0116922,"LOST HIGHWAY, featuring Q & A with screenwriter Barry Gifford",340,1,10.0,34.0
tt0117509,ROMEO + JULIET (Party @ the Parkway) (<a target=”_blank” href=http://brownpapertickets.com/event/875251>Purchase Tickets Online</a>),478,1,8.0,59.75
tt0117705,SPACE JAM (Animation K.O.!) (<a target=”_blank” href=http://brownpapertickets.com/event/744855>Purchase Tickets Online</a>),552,1,8.0,69.0
tt0117951,TRAINSPOTTING (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1045367>Purchase Tickets Online</a>),268,1,8.0,33.5
tt0118125,"THE WATERMELON WOMAN (Spectrum Queer Media) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/367704"">Purchase Tickets Online</a>",107,1,6.0,17.8333333333333
tt0118655,AUSTIN POWERS INTERNATIONAL MAN OF MYSTERY (Parkway Classics),112,1,6.0,18.6666666666667
tt0118749,BOOGIE NIGHTS (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/503814>Purchase Tickets Online</a>),264,1,8.0,33.0
